Machine_ID,Temperature,Run_Time,Downtime_Flag
M_515,82.02548492413217,454,0
M_516,89.0055413605946,440,0
M_517,86.19750717390781,170,0
M_518,55.10083584520037,355,1
M_519,61.72447363680478,490,0
M_520,56.90448463539801,368,1
M_521,98.06170468446723,295,1
M_522,89.75418356713543,271,0
M_523,97.31440771492362,120,0
M_524,56.84953532117393,408,1
M_525,57.36207836808006,467,1
M_526,76.8537251413971,340,0
M_527,60.03876235104864,325,1
M_528,63.437250729614405,108,1
M_529,89.0049853492396,420,1
M_530,72.20643572144138,366,1
M_531,89.06951061118883,217,0
M_532,86.94599308381225,161,1
M_533,95.01115006330184,203,0
M_534,67.72118842927146,393,0
M_535,61.86610345984866,193,1
M_536,96.87722016869384,302,0
M_537,89.71084683324082,204,0
M_538,50.239465569369166,290,0
M_539,82.53689605931112,147,1
M_540,73.56345972851855,148,0
M_541,56.79507853353354,491,0
M_542,57.58784704586309,446,0
M_543,80.21156387029627,278,0
M_544,78.91070870200467,395,1
M_545,55.20672929181815,382,1
M_546,69.44124331006321,336,0
M_547,56.83581251314422,211,0
M_548,83.46426296438887,278,0
M_549,76.44656764783326,326,1
M_550,73.96212898587345,353,0
M_551,91.421377376102,243,1
M_552,64.25979749918028,313,1
M_553,88.5792399387642,358,1
M_554,52.953043350527544,193,0
M_555,78.69303813531428,497,1
M_556,75.91609419968803,452,0
M_557,89.89695999632886,121,0
M_558,91.26890818178111,350,0
M_559,61.14787620607317,335,0
M_560,60.18225279510999,179,0
M_561,96.5606254564826,131,1
M_562,50.631248129884916,107,0
M_563,59.50708855738716,313,0
M_564,55.78990393057792,140,0
M_565,60.73130101309747,358,0
M_566,82.48222290952235,123,0
M_567,85.09954386587184,262,1
M_568,70.72601677021443,214,0
M_569,91.39124682747212,486,1
M_570,86.38423565497618,100,0
M_571,63.80009609896412,214,0
M_572,78.69250807790019,122,0
M_573,98.93226377890866,488,0
M_574,78.12539717185848,268,1
M_575,57.78938895944912,136,0
M_576,58.66021254621142,228,0
M_577,55.82889569065661,435,1
M_578,54.08615718037775,181,1
M_579,70.09539593075449,243,0
M_580,94.25478604016601,402,0
M_581,90.39875903493552,360,0
M_582,59.60261677939048,281,1
M_583,88.80213761116418,399,1
M_584,95.75135293502792,472,1
M_585,84.87928396387142,413,1
M_586,93.98592258718455,421,1
M_587,81.59685821469493,346,1
M_588,53.79609634470222,254,1
M_589,50.08768379829496,175,0
M_590,81.04284695950557,283,0
M_591,66.0601506113832,328,0
M_592,79.61803957843726,296,0
M_593,80.72835692750598,115,1
M_594,93.6607287529888,323,1
M_595,99.36484088726294,289,1
M_596,84.43581035206758,164,1
M_597,58.63535987733749,327,0
M_598,74.48725900668344,498,0
M_599,92.82657251172961,112,1
M_600,91.97751707902891,320,1
M_601,79.50929655704627,264,1
M_602,72.33851251520286,473,0
M_603,69.60570912197164,159,0
M_604,54.40096773716853,346,0
M_605,50.19078987885501,367,1
M_606,60.68692789122785,226,0
M_607,55.750416797822126,496,0
M_608,64.63151622103884,362,1
M_609,52.815503112358044,431,0
M_610,86.84910207153438,279,0
M_611,56.485641654531165,179,1
M_612,82.36427328724704,462,1
M_613,71.52602940243486,205,0
M_614,52.46677002712802,475,1
M_615,54.1814666690302,101,1
M_616,65.88821846032246,491,1
M_617,57.25139495748462,387,0
M_618,70.34316851304925,105,0
M_619,62.71965872853349,156,0
M_620,85.71276293628591,111,0
M_621,57.90765914880098,244,1
M_622,85.0721848683034,220,1
M_623,55.26355301158801,174,1
M_624,60.165953420978475,405,0
M_625,54.84075348228688,489,0
M_626,76.43355742215954,441,0
M_627,68.5279605679434,278,0
M_628,96.32900041907273,473,0
M_629,69.23487375453166,134,0
M_630,58.03734659628111,403,0
M_631,85.17013509453784,245,0
M_632,67.44247343053478,307,1
M_633,78.81252763611216,103,0
M_634,71.21759225445332,455,0
M_635,87.36922926943826,359,1
M_636,80.05395168302971,439,0
M_637,96.20142912928974,168,1
M_638,82.98582098994078,159,1
M_639,98.88969723814026,460,1
M_640,68.48681619616248,279,0
M_641,63.56116337326419,423,1
M_642,52.43504080239214,193,0
M_643,81.09838096908678,410,0
M_644,97.25650650575284,339,1
M_645,79.76658368636258,234,1
M_646,68.85736534978881,337,1
M_647,67.96915493327101,312,1
M_648,74.89674697997418,273,0
M_649,78.40685794020074,329,1
M_650,51.825092499788944,193,1
M_651,81.34992492051,291,1
M_652,69.02833481538866,135,0
M_653,55.53071527976166,135,1
M_654,91.53601638133247,128,1
M_655,58.73449056128971,141,0
M_656,68.75834200507845,386,0
M_657,74.00620665529225,141,0
M_658,70.08903483948515,261,1
M_659,74.74928910162295,372,1
M_660,75.05179574369188,310,0
M_661,59.671525260001665,379,0
M_662,90.25099321901779,454,0
M_663,94.24190173555405,398,0
M_664,54.97478268516423,439,1
M_665,83.22932112054824,323,0
M_666,61.34130610304303,327,1
M_667,63.97724654616446,126,0
M_668,75.5951540827146,495,0
M_669,76.11576325311086,310,0
M_670,62.16110368576429,141,1
M_671,79.33647701165634,455,1
M_672,93.68647190757899,330,1
M_673,53.307968990889385,251,0
M_674,59.053623498570005,288,1
M_675,83.51928836678965,189,1
M_676,79.436989477217,251,1
M_677,52.38283155561961,172,0
M_678,54.256250032763276,302,0
M_679,57.598932699907174,261,1
M_680,62.25580916048606,456,0
M_681,66.53563460497926,152,0
M_682,64.15230543327523,201,0
M_683,99.17597464962279,432,1
M_684,50.31095326714709,222,1
M_685,95.52916002300387,241,0
M_686,55.689882488850486,113,1
M_687,88.44315494864611,438,0
M_688,67.7575646709243,291,1
M_689,50.77364541870084,398,0
M_690,99.40644891888296,181,0
M_691,89.20335875148018,290,1
M_692,97.79316756771655,250,0
M_693,91.86805581021079,247,1
M_694,90.10575647198401,291,1
M_695,82.559008645057,317,1
M_696,57.967535222523395,102,0
M_697,60.48597261360302,276,1
M_698,90.32408703905976,174,0
M_699,61.25037649814588,268,0
M_700,70.08646891244783,326,1
M_701,66.29091493450173,366,0
M_702,69.21790137023089,340,1
M_703,51.57046987905375,297,1
M_704,53.84039611347006,177,0
M_705,92.13664115966691,115,0
M_706,83.87480485246832,266,1
M_707,96.71522181983863,194,0
M_708,64.98154931842286,224,0
M_709,93.98068104136247,218,0
M_710,98.70569833591685,392,0
M_711,71.99429603924753,476,0
M_712,96.72776287813396,262,0
M_713,98.22212454463099,123,0
M_714,75.4470616901678,328,1
M_715,94.34255916922385,399,0
M_716,58.27200985071723,405,1
M_717,96.03611223469863,389,1
M_718,92.99935031451534,333,0
M_719,60.84226753793133,464,0
M_720,80.73270447567994,406,1
M_721,77.86303868884013,268,1
M_722,78.00179014349902,310,0
M_723,96.57080729143028,399,0
M_724,73.79022471683243,230,0
M_725,65.96443107938198,305,1
M_726,79.95842381528254,427,1
M_727,69.41354246808453,290,1
M_728,83.9279130756477,339,1
M_729,60.6782032421177,336,0
M_730,92.06894773582263,244,1
M_731,95.12359039310167,284,0
M_732,79.25075625022592,455,1
M_733,67.93704873605495,365,1
M_734,88.34784392144621,365,1
M_735,62.389435513672964,193,1
M_736,92.59893485663335,152,0
M_737,87.57947098275834,415,0
M_738,87.46204100892619,111,1
M_739,89.89566291880261,286,0
M_740,89.25818595306791,226,1
M_741,88.83576879428361,403,0
M_742,95.45982952991065,394,1
M_743,58.1791337227052,419,0
M_744,98.97285476811228,246,1
M_745,50.61778963529738,487,0
M_746,91.74496528003124,222,0
M_747,69.79338821090795,224,0
M_748,67.65685463606695,118,0
M_749,57.84107272514872,283,0
M_750,98.92683630877818,216,0
M_751,87.8207092981157,388,0
M_752,78.41849742140478,182,1
M_753,80.89273417804321,126,1
M_754,70.55486085777142,334,1
M_755,54.681908150424306,385,1
M_756,69.25294293079622,234,1
M_757,78.99771411243377,344,1
M_758,54.35725600282317,409,1
M_759,71.26818712973582,494,0
M_760,70.3384446951294,291,0
M_761,67.06986175114014,252,0
M_762,92.20965969966869,290,0
M_763,72.40917427087395,413,1
M_764,95.17695065103764,314,1
M_765,67.33165922645338,219,1
M_766,68.4736168781831,145,0
M_767,61.06324573370778,413,1
M_768,63.21600502850805,176,1
M_769,59.82771271643219,119,0
M_770,91.79158029413787,116,0
M_771,82.81778302185637,467,1
M_772,58.788574023126856,277,0
M_773,95.25586051333752,144,0
M_774,90.20617321766768,423,1
M_775,93.59936876555722,475,0
M_776,77.63324427007036,439,0
M_777,92.31294388605336,279,0
M_778,67.64372330150253,377,1
M_779,51.80776696608323,358,0
M_780,53.8430770141867,471,1
M_781,70.83666233325522,200,1
M_782,96.41716073552121,213,1
M_783,74.56581136200612,177,0
M_784,90.99102655860455,186,0
M_785,60.48185907698416,463,0
M_786,78.83525158651379,441,0
M_787,94.72820566824791,377,0
M_788,91.5589462112501,438,0
M_789,67.62808012747999,118,0
M_790,88.24815418916015,236,0
M_791,85.02992143362152,292,0
M_792,89.71470318002851,345,1
M_793,71.83144803257842,408,1
M_794,58.78222146139208,129,0
M_795,79.83625708293067,155,0
M_796,65.26079022909549,350,1
M_797,60.78758299832296,103,1
M_798,96.95614401916647,320,0
M_799,54.56308792492914,301,1
M_800,88.67271444737688,389,1
M_801,63.683713042724236,433,1
M_802,86.05011966445029,275,1
M_803,94.87397848285967,312,0
M_804,64.31724808246284,250,0
M_805,96.18065071424937,268,1
M_806,96.22792690675575,365,1
M_807,82.14363980691687,144,0
M_808,54.57403590264619,146,1
M_809,59.904706588877346,451,0
M_810,67.51205171789996,314,0
M_811,94.56891387540983,361,1
M_812,57.33000295203889,443,0
M_813,61.71278629278804,372,0
M_814,87.41701839383111,143,1
M_815,87.49931005787123,328,1
M_816,91.2119675103196,402,0
M_817,58.096262863586105,302,1
M_818,75.12439354467236,102,1
M_819,77.0684305416083,317,0
M_820,59.31066190292667,309,0
M_821,91.63604513828064,146,0
M_822,65.62485693748089,216,1
M_823,79.36777576483195,378,0
M_824,51.260201797084,256,1
M_825,80.27078310396939,312,1
M_826,50.72273070332523,269,0
M_827,52.95732663625135,366,1
M_828,75.4702264496681,496,0
M_829,70.21605542803646,142,0
M_830,83.5974573982135,442,0
M_831,78.22091253718153,146,0
M_832,73.9526489104664,352,0
M_833,67.33833817274692,410,0
M_834,70.37070856218469,233,0
M_835,95.68537743354312,355,0
M_836,63.79916962123728,473,1
M_837,82.2429315116189,421,1
M_838,74.83752651025658,232,1
M_839,67.90051350190537,356,1
M_840,63.549041414704796,168,0
M_841,72.33490136311092,386,0
M_842,50.14745186913797,160,1
M_843,93.61442393749141,167,0
M_844,63.057283760225516,351,0
M_845,56.19096181122087,131,0
M_846,84.68471040951536,111,1
M_847,86.87193085176057,258,1
M_848,95.99734951710022,106,0
M_849,95.16168947072322,261,0
M_850,67.41260138299589,211,0
M_851,71.49709142666302,444,1
M_852,68.92799419558271,369,0
M_853,50.438448745045214,186,1
M_854,96.15158816881424,385,1
M_855,63.72308437083653,415,1
M_856,58.05318747217733,335,0
M_857,82.90995748884757,388,0
M_858,66.56049612175423,232,1
M_859,64.14869949826583,483,1
M_860,96.54680334410443,470,0
M_861,74.88337942979913,294,0
M_862,62.188280285008965,310,0
M_863,99.84786159761273,450,1
M_864,57.59092331417901,152,1
M_865,81.34029421922041,346,0
M_866,53.66601101482344,366,0
M_867,56.26601476557502,199,0
M_868,74.54781896808551,316,1
M_869,69.83801959583757,500,1
M_870,70.12378075595416,167,0
M_871,76.74914134077068,202,0
M_872,69.96939824240226,362,1
